(192.3, 341.5, -224.6):(0.0, -0.8, 0.0, 0.6)
(181.3, 341.5, -227.4):(0.0, -0.8, 0.0, 0.6)
(170.4, 341.5, -230.3):(0.0, -0.8, 0.0, 0.6)
(159.5, 341.5, -233.1):(0.0, -0.8, 0.0, 0.6)
(148.5, 341.5, -235.8):(0.0, -0.8, 0.0, 0.7)
(137.4, 341.5, -238.2):(0.0, -0.8, 0.0, 0.6)
(126.6, 341.5, -240.8):(0.0, -0.8, 0.0, 0.6)
(115.7, 341.5, -243.2):(0.0, -0.8, 0.0, 0.6)
(105.7, 341.5, -241.0):(0.0, -0.3, 0.0, 1.0)
(101.9, 341.5, -230.3):(0.0, -0.1, 0.0, 1.0)
(98.4, 341.5, -219.6):(0.0, -0.1, 0.0, 1.0)
(96.3, 341.5, -208.6):(0.0, -0.1, 0.0, 1.0)
(93.4, 341.5, -197.8):(0.0, -0.2, 0.0, 1.0)
(90.6, 341.5, -186.9):(0.0, -0.1, 0.0, 1.0)
(87.8, 341.5, -175.9):(0.0, -0.1, 0.0, 1.0)
(85.0, 341.5, -165.1):(0.0, -0.1, 0.0, 1.0)
(82.2, 341.5, -154.1):(0.0, -0.1, 0.0, 1.0)
(80.3, 341.5, -143.1):(0.0, -0.1, 0.0, 1.0)
(77.2, 341.5, -132.4):(0.0, -0.1, 0.0, 1.0)
(81.2, 341.5, -123.6):(0.0, 0.5, 0.0, 0.8)
(91.5, 341.5, -119.3):(0.0, 0.6, 0.0, 0.8)
(102.6, 341.5, -116.9):(0.0, 0.6, 0.0, 0.8)
(113.6, 341.5, -115.1):(0.0, 0.6, 0.0, 0.8)
(124.8, 341.5, -113.6):(0.0, 0.7, 0.0, 0.7)
(136.1, 341.5, -112.5):(0.0, 0.7, 0.0, 0.7)
(147.3, 341.5, -111.6):(0.0, 0.7, 0.0, 0.7)
(157.8, 341.5, -114.8):(0.0, 0.9, 0.0, 0.4)
(165.4, 341.5, -123.0):(0.0, 1.0, 0.0, 0.3)
(169.1, 341.5, -133.7):(0.0, 1.0, 0.0, 0.1)
(171.2, 341.5, -144.8):(0.0, 1.0, 0.0, 0.1)
(173.3, 341.5, -155.9):(0.0, 1.0, 0.0, 0.1)
(177.4, 341.5, -163.9):(0.0, 0.9, 0.0, 0.5)
(188.2, 341.5, -164.5):(0.0, 0.6, 0.0, 0.8)
(199.2, 341.5, -161.7):(0.0, 0.6, 0.0, 0.8)
(210.2, 341.5, -159.2):(0.0, 0.6, 0.0, 0.8)
(221.2, 341.5, -156.8):(0.0, 0.6, 0.0, 0.8)
(232.3, 341.5, -154.3):(0.0, 0.6, 0.0, 0.8)
(243.1, 341.5, -151.4):(0.0, 0.5, 0.0, 0.9)
(250.1, 341.5, -142.9):(0.0, 0.2, 0.0, 1.0)
(250.3, 341.5, -131.8):(0.0, 0.0, 0.0, 1.0)
(254.8, 341.5, -121.8):(0.0, 0.5, 0.0, 0.9)
(265.2, 341.5, -119.0):(0.0, 0.7, 0.0, 0.7)
(275.8, 341.5, -122.5):(0.0, 0.8, 0.0, 0.6)
(286.1, 341.5, -127.1):(0.0, 0.8, 0.0, 0.6)
(296.5, 341.5, -131.2):(0.0, 0.8, 0.0, 0.6)
(306.5, 341.5, -136.2):(0.0, 0.9, 0.0, 0.4)
(307.5, 341.5, -144.4):(0.0, 1.0, 0.0, -0.2)
(303.0, 341.5, -154.8):(0.0, 1.0, 0.0, -0.2)
(298.3, 341.5, -165.2):(0.0, 1.0, 0.0, -0.2)
(293.6, 341.5, -175.4):(0.0, 1.0, 0.0, -0.2)
(289.5, 341.5, -185.9):(0.0, 1.0, 0.0, -0.1)
(288.7, 341.5, -197.1):(0.0, 1.0, 0.0, 0.0)
(284.8, 341.5, -207.1):(0.0, 0.9, 0.0, -0.4)
(274.1, 341.5, -210.2):(0.0, 0.7, 0.0, -0.7)
(263.1, 341.5, -212.2):(0.0, 0.8, 0.0, -0.6)
(251.9, 341.5, -214.4):(0.0, 0.8, 0.0, -0.6)
(240.9, 341.5, -217.2):(0.0, 0.8, 0.0, -0.6)
(229.8, 341.5, -219.2):(0.0, 0.7, 0.0, -0.7)
(218.7, 341.5, -219.6):(0.0, 0.8, 0.0, -0.6)
(207.7, 341.5, -221.9):(0.0, 0.8, 0.0, -0.6)
(201.6, 341.5, -223.3):(0.0, 0.8, 0.0, -0.6)
